"customer_id","first_name","last_name","state","address","order_id","order_date","customer_id-2","seller_id","order_status"
47,"Monica","Davis","California","XXXXX",NULL,NULL,NULL,NULL,NULL
813,"Nathan","Reed","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
46,"Ivy","Smith","California","XXXXX",NULL,NULL,NULL,NULL,NULL
15,"Patrick","Reed","Arizona","XXXXX",NULL,NULL,NULL,NULL,NULL
851,"Jack","Green","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
806,"Leo","Scott","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
40,"Kayla","Davis","California","XXXXX",NULL,NULL,NULL,NULL,NULL
885,"Quinn","Walker","Washington","XXXXX",NULL,NULL,NULL,NULL,NULL
868,"Zackary","Reed","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
891,"Olivia","Adams","West Virginia","XXXXX",NULL,NULL,NULL,NULL,NULL
468,"Derek","Green","New York","XXXXX",NULL,NULL,NULL,NULL,NULL
880,"Patrick","Hall","Virginia","XXXXX",NULL,NULL,NULL,NULL,NULL
800,"Nathan","Green","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
13,"Victor","Scott","Arizona","XXXXX",NULL,NULL,NULL,NULL,NULL
879,"Rachel","Brooks","Virginia","XXXXX",NULL,NULL,NULL,NULL,NULL
770,"Xavier","Reed","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
782,"Tara","Scott","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
869,"Patrick","Murphy","Utah","XXXXX",NULL,NULL,NULL,NULL,NULL
837,"Frank","Reed","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
21,"Carol","Davis","California","XXXXX",NULL,NULL,NULL,NULL,NULL
897,"Mia","Davis","Wisconsin","XXXXX",NULL,NULL,NULL,NULL,NULL
5,"Noah","Green","Alabama","XXXXX",NULL,NULL,NULL,NULL,NULL
789,"Victor","Davis","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
822,"Xavier","Reed","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
896,"Patrick","Scott","Wisconsin","XXXXX",NULL,NULL,NULL,NULL,NULL
846,"Patrick","Green","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
863,"Frank","Reed","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
818,"Henry","Turner","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
820,"Patrick","Scott","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
775,"Rachel","Johnson","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
889,"Tara","Sanchez","West Virginia","XXXXX",NULL,NULL,NULL,NULL,NULL
759,"Frank","Turner","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
19,"Tara","Clark","Arkansas","XXXXX",NULL,NULL,NULL,NULL,NULL
37,"Yara","Reed","California","XXXXX",NULL,NULL,NULL,NULL,NULL
32,"Erin","Brown","California","XXXXX",NULL,NULL,NULL,NULL,NULL
875,"Olivia","Hughes","Vermont","XXXXX",NULL,NULL,NULL,NULL,NULL
133,"Iris","Scott","California","XXXXX",NULL,NULL,NULL,NULL,NULL
416,"Derek","Davis","New York","XXXXX",NULL,NULL,NULL,NULL,NULL
804,"Daniel","Reed","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
758,"Brian","Smith","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
755,"Patrick","Davis","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
892,"Leo","Smith","West Virginia","XXXXX",NULL,NULL,NULL,NULL,NULL
427,"Victor","Harris","New York","XXXXX",NULL,NULL,NULL,NULL,NULL
803,"Zackary","Turner","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
24,"Xavier","Hughes","California","XXXXX",NULL,NULL,NULL,NULL,NULL
38,"Chloe","Reed","California","XXXXX",NULL,NULL,NULL,NULL,NULL
865,"Nathan","Scott","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
809,"Xavier","Davis","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
8,"Ursula","Turner","Alaska","XXXXX",NULL,NULL,NULL,NULL,NULL
881,"Mia","Martin","Virginia","XXXXX",NULL,NULL,NULL,NULL,NULL
855,"Zackary","Davis","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
877,"Isla","Brown","Vermont","XXXXX",NULL,NULL,NULL,NULL,NULL
876,"Leo","Green","Vermont","XXXXX",NULL,NULL,NULL,NULL,NULL
48,"Quinn","Reed","California","XXXXX",NULL,NULL,NULL,NULL,NULL
28,"Olivia","Davis","California","XXXXX",NULL,NULL,NULL,NULL,NULL
821,"Tara","Scott","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
30,"Wanda","Davis","California","XXXXX",NULL,NULL,NULL,NULL,NULL
871,"Kayla","Lewis","Utah","XXXXX",NULL,NULL,NULL,NULL,NULL
762,"Rachel","Turner","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
751,"Zackary","Brown","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
828,"Victor","Scott","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
795,"Tara","Davis","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
831,"Henry","Turner","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
811,"Frank","Reed","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
842,"Zackary","Davis","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
799,"Jack","Harris","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
767,"Leo","Smith","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
844,"Henry","Reed","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
835,"Xavier","Davis","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
788,"Rachel","Turner","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
849,"Brian","Reed","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
826,"Nathan","Turner","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
764,"Zackary","Wilson","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
761,"Nathan","Smith","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
845,"Leo","Scott","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
778,"Daniel","Wilson","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
870,"Noah","Foster","Utah","XXXXX",NULL,NULL,NULL,NULL,NULL
42,"Samuel","Smith","California","XXXXX",NULL,NULL,NULL,NULL,NULL
794,"Patrick","Reed","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
862,"Brian","Davis","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
6,"Jane","Doe","Alaska","XXXXX",NULL,NULL,NULL,NULL,NULL
29,"Samuel","Davis","California","XXXXX",NULL,NULL,NULL,NULL,NULL
41,"Olivia","Smith","California","XXXXX",NULL,NULL,NULL,NULL,NULL
830,"Daniel","Green","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
840,"Rachel","Scott","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
769,"Tara","Reed","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
858,"Leo","Davis","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
766,"Henry","Clark","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
16,"Bob","Brown","Arkansas","XXXXX",NULL,NULL,NULL,NULL,NULL
854,"Victor","Green","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
236,"Karen","Mitchell","Iowa","XXXXX",NULL,NULL,NULL,NULL,NULL
888,"Henry","Green","Washington","XXXXX",NULL,NULL,NULL,NULL,NULL
810,"Brian","Davis","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
294,"Monica","Davis","Montana","XXXXX",NULL,NULL,NULL,NULL,NULL
857,"Henry","Turner","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
36,"Ulysses","Smith","California","XXXXX",NULL,NULL,NULL,NULL,NULL
4,"Quinn","Johnson","Alabama","XXXXX",NULL,NULL,NULL,NULL,NULL
200,"Frank","Lewis","Delaware","XXXXX",NULL,NULL,NULL,NULL,NULL
23,"Amelia","Ross","California","XXXXX",NULL,NULL,NULL,NULL,NULL
44,"Amelia","Reed","California","XXXXX",NULL,NULL,NULL,NULL,NULL
814,"Rachel","Davis","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
754,"Leo","Harris","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
791,"Daniel","Turner","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
1,"John","Smith","Alabama","XXXXX",NULL,NULL,NULL,NULL,NULL
890,"Rachel","Davis","West Virginia","XXXXX",NULL,NULL,NULL,NULL,NULL
793,"Leo","Reed","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
768,"Patrick","Reed","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
49,"Ulysses","Reed","California","XXXXX",NULL,NULL,NULL,NULL,NULL
860,"Tara","Turner","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
22,"Victor","Cruz","California","XXXXX",NULL,NULL,NULL,NULL,NULL
45,"Erin","Johnson","California","XXXXX",NULL,NULL,NULL,NULL,NULL
780,"Leo","Turner","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
760,"Jack","Green","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
829,"Zackary","Reed","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
895,"Samuel","Clark","Wisconsin","XXXXX",NULL,NULL,NULL,NULL,NULL
894,"Ursula","Lee","Wisconsin","XXXXX",NULL,NULL,NULL,NULL,NULL
790,"Zackary","Scott","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
43,"Wanda","Davis","California","XXXXX",NULL,NULL,NULL,NULL,NULL
771,"Brian","Green","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
864,"Jack","Turner","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
3,"Tara","Green","Alabama","XXXXX",NULL,NULL,NULL,NULL,NULL
797,"Brian","Scott","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
14,"Samuel","Reed","Arizona","XXXXX",NULL,NULL,NULL,NULL,NULL
884,"Samuel","Walker","Washington","XXXXX",NULL,NULL,NULL,NULL,NULL
824,"Frank","Turner","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
776,"Victor","Green","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
873,"Ella","Brown","Utah","XXXXX",NULL,NULL,NULL,NULL,NULL
859,"Patrick","Reed","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
787,"Nathan","Reed","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
35,"Quinn","Davis","California","XXXXX",NULL,NULL,NULL,NULL,NULL
878,"Felix","Davis","Vermont","XXXXX",NULL,NULL,NULL,NULL,NULL
792,"Henry","Turner","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
867,"Victor","Scott","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
784,"Brian","Davis","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
753,"Henry","Carter","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
757,"Xavier","Taylor","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
783,"Xavier","Scott","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
773,"Jack","Smith","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
808,"Tara","Reed","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
798,"Frank","Scott","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
874,"Quinn","Hayes","Vermont","XXXXX",NULL,NULL,NULL,NULL,NULL
9,"Rachel","Lewis","Alaska","XXXXX",NULL,NULL,NULL,NULL,NULL
832,"Leo","Turner","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
130,"Wanda","Scott","California","XXXXX",NULL,NULL,NULL,NULL,NULL
223,"Brian","Lewis","Idaho","XXXXX",NULL,NULL,NULL,NULL,NULL
772,"Frank","Reed","Texas","XXXXX",NULL,NULL,NULL,NULL,NULL
7,"Xavier","Wright","Alaska","XXXXX",NULL,NULL,NULL,NULL,NULL
