"customer_id","first_name","last_name","state","address","order_id","order_date","customer_id-2","seller_id","order_status","shipping_providers","days_took_to_ship"
248,"Grace","Brown","Kentucky","XXXXX",8096,"2022-12-11",248,2,"Completed","fedex",4
252,"Karen","King","Louisiana","XXXXX",2005,"2022-05-07",252,5,"Completed","fedex",4
252,"Karen","King","Louisiana","XXXXX",8026,"2021-11-17",252,1,"Completed","fedex",5
253,"Hugo","King","Louisiana","XXXXX",10896,"2022-12-04",253,5,"Completed","fedex",5
253,"Hugo","King","Louisiana","XXXXX",19551,"2022-10-28",253,30,"Completed","fedex",4
253,"Hugo","King","Louisiana","XXXXX",18017,"2020-03-22",253,24,"Completed","fedex",4
254,"Erin","Davis","Louisiana","XXXXX",12832,"2022-03-27",254,20,"Completed","fedex",5
254,"Erin","Davis","Louisiana","XXXXX",13057,"2021-03-12",254,23,"Completed","fedex",4
255,"Quinn","Rogers","Maine","XXXXX",3239,"2023-09-05",255,5,"Completed","fedex",5
255,"Quinn","Rogers","Maine","XXXXX",11066,"2022-02-19",255,17,"Completed","fedex",4
257,"Liam","Hughes","Maine","XXXXX",3519,"2020-08-20",257,5,"Completed","fedex",5
258,"Ivy","Scott","Maine","XXXXX",18257,"2023-08-20",258,20,"Completed","fedex",5
259,"Fred","Reed","Maine","XXXXX",18035,"2023-11-24",259,20,"Completed","fedex",5
259,"Fred","Reed","Maine","XXXXX",9456,"2023-10-30",259,1,"Completed","fedex",5
259,"Fred","Reed","Maine","XXXXX",6097,"2021-09-20",259,4,"Completed","fedex",4
260,"Rachel","Green","Maryland","XXXXX",4745,"2024-01-16",260,5,"Completed","fedex",5
260,"Rachel","Green","Maryland","XXXXX",2089,"2022-06-08",260,4,"Completed","fedex",5
260,"Rachel","Green","Maryland","XXXXX",12989,"2022-02-23",260,4,"Completed","fedex",5
260,"Rachel","Green","Maryland","XXXXX",5781,"2021-10-30",260,3,"Completed","fedex",5
261,"Paul","Bell","Maryland","XXXXX",9792,"2023-01-14",261,20,"Completed","fedex",4
262,"Monica","King","Maryland","XXXXX",3951,"2022-03-02",262,2,"Completed","fedex",4
263,"Jack","Green","Maryland","XXXXX",11906,"2021-12-03",263,20,"Completed","fedex",4
265,"Steve","Baker","Massachusetts","XXXXX",8112,"2024-01-25",265,3,"Completed","fedex",5
265,"Steve","Baker","Massachusetts","XXXXX",14371,"2022-01-02",265,12,"Completed","fedex",4
266,"Quinn","Cooper","Massachusetts","XXXXX",1821,"2022-10-15",266,4,"Completed","fedex",4
266,"Quinn","Cooper","Massachusetts","XXXXX",17669,"2020-12-10",266,35,"Completed","fedex",5
267,"Nathan","Hill","Massachusetts","XXXXX",15115,"2022-03-19",267,40,"Completed","fedex",5
267,"Nathan","Hill","Massachusetts","XXXXX",15912,"2020-06-22",267,35,"Completed","fedex",5
270,"Tina","Evans","Michigan","XXXXX",7200,"2022-10-02",270,2,"Completed","fedex",4
272,"Olivia","Lee","Michigan","XXXXX",19257,"2022-09-19",272,30,"Completed","fedex",5
272,"Olivia","Lee","Michigan","XXXXX",5003,"2021-11-24",272,5,"Completed","fedex",4
272,"Olivia","Lee","Michigan","XXXXX",16640,"2020-04-06",272,21,"Completed","fedex",4
273,"Liam","Davis","Michigan","XXXXX",5399,"2024-01-10",273,3,"Completed","fedex",4
273,"Liam","Davis","Michigan","XXXXX",18231,"2023-12-25",273,23,"Completed","fedex",4
273,"Liam","Davis","Michigan","XXXXX",14391,"2021-12-05",273,10,"Completed","fedex",4
273,"Liam","Davis","Michigan","XXXXX",6143,"2021-03-04",273,3,"Completed","fedex",5
274,"Ivy","Green","Michigan","XXXXX",14883,"2022-05-02",274,11,"Completed","fedex",4
274,"Ivy","Green","Michigan","XXXXX",15671,"2021-02-20",274,23,"Completed","fedex",4
274,"Ivy","Green","Michigan","XXXXX",18501,"2020-04-16",274,28,"Completed","fedex",4
275,"Ulysses","Parker","Minnesota","XXXXX",11982,"2023-08-08",275,18,"Completed","fedex",4
275,"Ulysses","Parker","Minnesota","XXXXX",17977,"2022-07-02",275,20,"Completed","fedex",4
275,"Ulysses","Parker","Minnesota","XXXXX",6355,"2021-02-04",275,1,"Completed","fedex",5
275,"Ulysses","Parker","Minnesota","XXXXX",10124,"2020-12-10",275,4,"Completed","fedex",4
275,"Ulysses","Parker","Minnesota","XXXXX",9744,"2020-11-27",275,1,"Completed","fedex",5
275,"Ulysses","Parker","Minnesota","XXXXX",19805,"2020-10-15",275,26,"Completed","fedex",4
276,"Steve","Turner","Minnesota","XXXXX",6957,"2022-03-22",276,3,"Completed","fedex",5
276,"Steve","Turner","Minnesota","XXXXX",10580,"2021-10-11",276,16,"Completed","fedex",4
277,"Paul","Martinez","Minnesota","XXXXX",14775,"2021-02-10",277,42,"Completed","fedex",4
281,"Tina","Martin","Mississippi","XXXXX",7870,"2024-01-18",281,1,"Completed","fedex",4
281,"Tina","Martin","Mississippi","XXXXX",11740,"2023-06-09",281,16,"Completed","fedex",5
282,"Quinn","Scott","Mississippi","XXXXX",13715,"2023-05-16",282,13,"Completed","fedex",4
283,"Nathan","Green","Mississippi","XXXXX",8848,"2021-11-11",283,3,"Completed","fedex",4
283,"Nathan","Green","Mississippi","XXXXX",8534,"2021-09-19",283,3,"Completed","fedex",5
283,"Nathan","Green","Mississippi","XXXXX",14079,"2020-08-01",283,7,"Completed","fedex",4
283,"Nathan","Green","Mississippi","XXXXX",14247,"2020-05-20",283,12,"Completed","fedex",4
285,"William","Phillips","Missouri","XXXXX",16620,"2023-09-29",285,29,"Completed","fedex",5
285,"William","Phillips","Missouri","XXXXX",15776,"2023-02-21",285,23,"Completed","fedex",5
285,"William","Phillips","Missouri","XXXXX",14637,"2022-08-19",285,16,"Completed","fedex",5
286,"Ulysses","Lewis","Missouri","XXXXX",5113,"2022-01-26",286,2,"Completed","fedex",4
287,"Rachel","Bell","Missouri","XXXXX",11088,"2023-08-11",287,16,"Completed","fedex",5
287,"Rachel","Bell","Missouri","XXXXX",19561,"2022-10-23",287,23,"Completed","fedex",4
287,"Rachel","Bell","Missouri","XXXXX",13279,"2021-06-08",287,19,"Completed","fedex",4
288,"Olivia","Johnson","Missouri","XXXXX",1967,"2021-08-03",288,4,"Completed","fedex",4
289,"Liam","Smith","Missouri","XXXXX",17749,"2021-05-21",289,34,"Completed","fedex",4
293,"Paul","Adams","Montana","XXXXX",12292,"2021-07-14",293,11,"Completed","fedex",5
295,"Yara","Lee","Nebraska","XXXXX",8192,"2023-09-01",295,2,"Completed","fedex",5
296,"William","Reed","Nebraska","XXXXX",13093,"2023-03-13",296,3,"Completed","fedex",5
296,"William","Reed","Nebraska","XXXXX",9234,"2020-02-27",296,1,"Completed","fedex",5
296,"William","Reed","Nebraska","XXXXX",9564,"2020-01-08",296,1,"Completed","fedex",5
297,"Tina","Davis","Nebraska","XXXXX",15738,"2023-05-02",297,34,"Completed","fedex",5
297,"Tina","Davis","Nebraska","XXXXX",19175,"2021-10-26",297,24,"Completed","fedex",4
297,"Tina","Davis","Nebraska","XXXXX",19039,"2020-10-03",297,20,"Completed","fedex",4
298,"Quinn","Davis","Nebraska","XXXXX",16316,"2023-05-14",298,24,"Completed","fedex",4
300,"Zackary","Brooks","Nevada","XXXXX",15075,"2022-07-27",300,22,"Completed","fedex",5
300,"Zackary","Brooks","Nevada","XXXXX",3483,"2020-07-27",300,3,"Completed","fedex",4
301,"Xena","Parker","Nevada","XXXXX",14859,"2022-02-09",301,8,"Completed","fedex",5
301,"Xena","Parker","Nevada","XXXXX",7776,"2020-07-06",301,3,"Completed","fedex",4
302,"Ulysses","Brown","Nevada","XXXXX",9748,"2023-12-17",302,16,"Completed","fedex",4
302,"Ulysses","Brown","Nevada","XXXXX",6111,"2021-04-09",302,3,"Completed","fedex",5
302,"Ulysses","Brown","Nevada","XXXXX",17965,"2020-11-06",302,20,"Completed","fedex",5
303,"Rachel","Reed","Nevada","XXXXX",6707,"2023-01-24",303,5,"Completed","fedex",4
303,"Rachel","Reed","Nevada","XXXXX",5179,"2022-01-14",303,1,"Completed","fedex",5
304,"Olivia","Smith","Nevada","XXXXX",16268,"2020-10-04",304,33,"Completed","fedex",5
304,"Olivia","Smith","Nevada","XXXXX",15455,"2020-04-03",304,24,"Completed","fedex",5
305,"Abigail","Bailey","New Hampshire","XXXXX",12278,"2023-09-16",305,17,"Completed","fedex",5
305,"Abigail","Bailey","New Hampshire","XXXXX",12258,"2023-07-27",305,13,"Completed","fedex",5
305,"Abigail","Bailey","New Hampshire","XXXXX",8278,"2021-08-13",305,4,"Completed","fedex",5
305,"Abigail","Bailey","New Hampshire","XXXXX",10084,"2020-02-24",305,8,"Completed","fedex",5
306,"Yara","Scott","New Hampshire","XXXXX",17166,"2021-05-14",306,24,"Completed","fedex",4
307,"Victoria","Lewis","New Hampshire","XXXXX",17811,"2021-01-05",307,35,"Completed","fedex",4
310,"Benjamin","Harris","New Jersey","XXXXX",3709,"2023-09-06",310,5,"Completed","fedex",5
310,"Benjamin","Harris","New Jersey","XXXXX",12348,"2022-07-07",310,25,"Completed","fedex",5
311,"Zackary","Adams","New Jersey","XXXXX",325,"2022-09-12",311,1,"Completed","fedex",5
312,"William","Martin","New Jersey","XXXXX",19345,"2022-04-16",312,31,"Completed","fedex",5
312,"William","Martin","New Jersey","XXXXX",7372,"2020-07-09",312,1,"Completed","fedex",4
313,"Tina","Adams","New Jersey","XXXXX",443,"2022-01-26",313,4,"Completed","fedex",4
314,"Quinn","Green","New Jersey","XXXXX",10262,"2022-06-13",314,7,"Completed","fedex",5
315,"Chloe","Cooper","New Mexico","XXXXX",18545,"2023-11-15",315,26,"Completed","fedex",5
315,"Chloe","Cooper","New Mexico","XXXXX",4731,"2023-01-26",315,3,"Completed","fedex",5
316,"Abigail","Davis","New Mexico","XXXXX",6423,"2022-12-25",316,1,"Completed","fedex",5
317,"Xena","Johnson","New Mexico","XXXXX",8936,"2023-09-19",317,4,"Completed","fedex",4
317,"Xena","Johnson","New Mexico","XXXXX",2139,"2022-12-27",317,3,"Completed","fedex",4
317,"Xena","Johnson","New Mexico","XXXXX",1723,"2021-07-23",317,5,"Completed","fedex",5
319,"Rachel","Smith","New Mexico","XXXXX",17162,"2022-03-05",319,27,"Completed","fedex",5
320,"Daniel","Hughes","New York","XXXXX",2493,"2023-12-24",320,4,"Completed","fedex",5
320,"Daniel","Hughes","New York","XXXXX",17442,"2020-05-25",320,21,"Completed","fedex",4
322,"Yara","Clark","New York","XXXXX",8084,"2022-02-24",322,4,"Completed","fedex",4
322,"Yara","Clark","New York","XXXXX",771,"2021-07-10",322,5,"Completed","fedex",5
324,"Steve","Davis","New York","XXXXX",6313,"2023-09-27",324,3,"Completed","fedex",4
324,"Steve","Davis","New York","XXXXX",1429,"2021-05-03",324,3,"Completed","fedex",5
325,"Noah","Smith","New York","XXXXX",8586,"2022-10-19",325,1,"Completed","fedex",4
325,"Noah","Smith","New York","XXXXX",5639,"2020-04-15",325,1,"Completed","fedex",5
326,"Rachel","Brown","New York","XXXXX",909,"2023-11-19",326,4,"Completed","fedex",5
326,"Rachel","Brown","New York","XXXXX",5077,"2023-07-19",326,2,"Completed","fedex",4
326,"Rachel","Brown","New York","XXXXX",13081,"2021-06-18",326,7,"Completed","fedex",4
327,"Victor","Johnson","New York","XXXXX",19779,"2022-07-27",327,32,"Completed","fedex",5
330,"Hugo","Smith","New York","XXXXX",19287,"2022-09-03",330,25,"Completed","fedex",5
330,"Hugo","Smith","New York","XXXXX",17362,"2022-02-04",330,27,"Completed","fedex",5
330,"Hugo","Smith","New York","XXXXX",761,"2020-09-28",330,3,"Completed","fedex",4
330,"Hugo","Smith","New York","XXXXX",3191,"2020-01-17",330,2,"Completed","fedex",4
331,"Liam","Brown","New York","XXXXX",15185,"2024-01-03",331,17,"Completed","fedex",4
331,"Liam","Brown","New York","XXXXX",2433,"2023-05-28",331,3,"Completed","fedex",5
331,"Liam","Brown","New York","XXXXX",6433,"2021-08-28",331,4,"Completed","fedex",5
331,"Liam","Brown","New York","XXXXX",9874,"2021-03-09",331,6,"Completed","fedex",4
332,"Paul","Smith","New York","XXXXX",5667,"2022-02-01",332,1,"Completed","fedex",4
333,"Tina","Reed","New York","XXXXX",15483,"2023-12-20",333,20,"Completed","fedex",5
333,"Tina","Reed","New York","XXXXX",11828,"2023-10-16",333,19,"Completed","fedex",5
333,"Tina","Reed","New York","XXXXX",10716,"2022-11-26",333,5,"Completed","fedex",5
335,"Benjamin","Smith","New York","XXXXX",4151,"2022-02-04",335,2,"Completed","fedex",4
336,"Felix","Brown","New York","XXXXX",6311,"2020-07-18",336,1,"Completed","fedex",4
336,"Felix","Brown","New York","XXXXX",6569,"2020-06-03",336,2,"Completed","fedex",5
340,"Victor","Smith","New York","XXXXX",15728,"2022-08-13",340,28,"Completed","fedex",5
341,"Zachary","Davis","New York","XXXXX",16650,"2023-01-25",341,27,"Completed","fedex",5
342,"Derek","Reed","New York","XXXXX",14225,"2020-04-02",342,24,"Completed","fedex",5
343,"Hugo","Reed","New York","XXXXX",17967,"2020-10-26",343,23,"Completed","fedex",4
344,"Liam","Smith","New York","XXXXX",18145,"2023-02-23",344,25,"Completed","fedex",5
344,"Liam","Smith","New York","XXXXX",15105,"2020-12-27",344,48,"Completed","fedex",5
344,"Liam","Smith","New York","XXXXX",15952,"2020-06-23",344,30,"Completed","fedex",5
344,"Liam","Smith","New York","XXXXX",16556,"2020-04-13",344,22,"Completed","fedex",4
345,"Paul","Davis","New York","XXXXX",8864,"2023-02-09",345,5,"Completed","fedex",5
345,"Paul","Davis","New York","XXXXX",17094,"2020-02-20",345,31,"Completed","fedex",5
346,"Tina","Davis","New York","XXXXX",14961,"2024-02-01",346,4,"Completed","fedex",4
346,"Tina","Davis","New York","XXXXX",16646,"2022-12-03",346,20,"Completed","fedex",4
346,"Tina","Davis","New York","XXXXX",5163,"2021-01-28",346,2,"Completed","fedex",4
346,"Tina","Davis","New York","XXXXX",16008,"2020-03-17",346,30,"Completed","fedex",5
347,"Xena","Reed","New York","XXXXX",13939,"2020-10-15",347,16,"Completed","fedex",5
349,"Felix","Smith","New York","XXXXX",1241,"2020-04-17",349,5,"Completed","fedex",5
350,"Jake","Reed","New York","XXXXX",12870,"2021-11-23",350,25,"Completed","fedex",5
350,"Jake","Reed","New York","XXXXX",16422,"2020-01-24",350,30,"Completed","fedex",4
351,"Derek","Young","New York","XXXXX",1043,"2024-01-02",351,5,"Completed","fedex",5
354,"Peter","Peterson","New York","XXXXX",2011,"2021-05-14",354,2,"Completed","fedex",4
354,"Peter","Peterson","New York","XXXXX",6909,"2021-04-15",354,2,"Completed","fedex",5
355,"Tara","Powell","New York","XXXXX",10970,"2023-03-25",355,21,"Completed","fedex",5
357,"Benjamin","Wilson","New York","XXXXX",4601,"2020-06-20",357,5,"Completed","fedex",4
358,"Felix","Adams","New York","XXXXX",11428,"2023-07-22",358,17,"Completed","fedex",5
358,"Felix","Adams","New York","XXXXX",15976,"2022-04-21",358,28,"Completed","fedex",5
360,"Noah","Watson","New York","XXXXX",1171,"2020-12-31",360,5,"Completed","fedex",5
360,"Noah","Watson","New York","XXXXX",823,"2020-10-04",360,4,"Completed","fedex",5
361,"Rachel","Davis","New York","XXXXX",16016,"2020-04-03",361,31,"Completed","fedex",4
363,"Zackary","Smith","New York","XXXXX",13395,"2023-08-07",363,24,"Completed","fedex",5
363,"Zackary","Smith","New York","XXXXX",12920,"2021-10-01",363,3,"Completed","fedex",5
365,"Henry","Green","New York","XXXXX",7492,"2023-08-23",365,4,"Completed","fedex",4
366,"Liam","Brown","New York","XXXXX",10390,"2021-12-30",366,23,"Completed","fedex",4
366,"Liam","Brown","New York","XXXXX",6931,"2021-04-16",366,5,"Completed","fedex",4
368,"Tara","Walker","New York","XXXXX",6765,"2023-11-08",368,4,"Completed","fedex",5
370,"Benjamin","Turner","New York","XXXXX",6777,"2020-12-19",370,4,"Completed","fedex",4
371,"Felix","Lee","New York","XXXXX",11792,"2024-02-07",371,20,"Completed","fedex",4
371,"Felix","Lee","New York","XXXXX",18387,"2024-02-02",371,30,"Completed","fedex",5
371,"Felix","Lee","New York","XXXXX",4641,"2023-09-02",371,2,"Completed","fedex",5
371,"Felix","Lee","New York","XXXXX",13951,"2020-09-16",371,7,"Completed","fedex",5
372,"Jake","Martin","New York","XXXXX",19483,"2022-07-05",372,33,"Completed","fedex",5
372,"Jake","Martin","New York","XXXXX",11458,"2020-01-20",372,12,"Completed","fedex",5
373,"Noah","Clark","New York","XXXXX",5403,"2021-06-07",373,5,"Completed","fedex",4
374,"Rachel","Adams","New York","XXXXX",10628,"2023-10-02",374,12,"Completed","fedex",4
374,"Rachel","Adams","New York","XXXXX",15722,"2021-08-15",374,31,"Completed","fedex",5
375,"Victor","Adams","New York","XXXXX",14011,"2023-05-31",375,1,"Completed","fedex",4
375,"Victor","Adams","New York","XXXXX",12784,"2023-04-18",375,4,"Completed","fedex",4
376,"Zackary","Green","New York","XXXXX",19441,"2021-04-12",376,29,"Completed","fedex",5
377,"Derek","Walker","New York","XXXXX",15615,"2023-05-05",377,29,"Completed","fedex",5
377,"Derek","Walker","New York","XXXXX",16544,"2020-06-18",377,26,"Completed","fedex",4
378,"Henry","Harris","New York","XXXXX",10440,"2022-07-10",378,25,"Completed","fedex",4
378,"Henry","Harris","New York","XXXXX",16474,"2020-07-30",378,32,"Completed","fedex",5
379,"Liam","Johnson","New York","XXXXX",5631,"2023-09-06",379,5,"Completed","fedex",5
379,"Liam","Johnson","New York","XXXXX",7510,"2020-01-29",379,2,"Completed","fedex",4
380,"Peter","Reed","New York","XXXXX",18557,"2023-01-05",380,34,"Completed","fedex",4
381,"Tara","Harris","New York","XXXXX",10478,"2020-11-12",381,17,"Completed","fedex",4
382,"Xavier","Adams","New York","XXXXX",8988,"2020-12-28",382,5,"Completed","fedex",5
382,"Xavier","Adams","New York","XXXXX",9886,"2020-06-24",382,19,"Completed","fedex",4
382,"Xavier","Adams","New York","XXXXX",5327,"2020-05-14",382,4,"Completed","fedex",4
383,"Benjamin","Davis","New York","XXXXX",17502,"2024-01-17",383,24,"Completed","fedex",4
384,"Felix","Turner","New York","XXXXX",13007,"2023-09-07",384,6,"Completed","fedex",4
384,"Felix","Turner","New York","XXXXX",17813,"2020-04-09",384,24,"Completed","fedex",5
385,"Jake","Brown","New York","XXXXX",8404,"2022-05-24",385,3,"Completed","fedex",5
385,"Jake","Brown","New York","XXXXX",15073,"2022-03-22",385,24,"Completed","fedex",5
385,"Jake","Brown","New York","XXXXX",6743,"2020-08-31",385,1,"Completed","fedex",4
386,"Noah","Green","New York","XXXXX",10488,"2022-06-05",386,17,"Completed","fedex",4
386,"Noah","Green","New York","XXXXX",16074,"2020-11-11",386,33,"Completed","fedex",5
390,"Derek","Brown","New York","XXXXX",12938,"2023-10-19",390,11,"Completed","fedex",5
390,"Derek","Brown","New York","XXXXX",18781,"2022-09-17",390,32,"Completed","fedex",5
391,"Henry","Wilson","New York","XXXXX",3149,"2023-08-18",391,2,"Completed","fedex",4
391,"Henry","Wilson","New York","XXXXX",3231,"2021-06-05",391,1,"Completed","fedex",5
392,"Liam","Reed","New York","XXXXX",13497,"2020-03-16",392,7,"Completed","fedex",5
393,"Peter","Green","New York","XXXXX",19909,"2020-01-21",393,25,"Completed","fedex",4
394,"Tara","Davis","New York","XXXXX",2791,"2024-01-02",394,1,"Completed","fedex",5
394,"Tara","Davis","New York","XXXXX",14953,"2021-01-26",394,47,"Completed","fedex",5
394,"Tara","Davis","New York","XXXXX",13109,"2020-01-25",394,2,"Completed","fedex",5
394,"Tara","Davis","New York","XXXXX",7624,"2020-01-23",394,5,"Completed","fedex",5
396,"Benjamin","Reed","New York","XXXXX",12518,"2021-05-26",396,10,"Completed","fedex",5
397,"Felix","Johnson","New York","XXXXX",13095,"2023-04-14",397,16,"Completed","fedex",5
398,"Jake","Davis","New York","XXXXX",6845,"2023-11-07",398,3,"Completed","fedex",5
398,"Jake","Davis","New York","XXXXX",16660,"2021-10-20",398,31,"Completed","fedex",4
399,"Noah","Davis","New York","XXXXX",2075,"2022-08-04",399,1,"Completed","fedex",4
399,"Noah","Davis","New York","XXXXX",9088,"2020-02-11",399,2,"Completed","fedex",5
400,"Rachel","Green","New York","XXXXX",8114,"2021-02-28",400,4,"Completed","fedex",5
